Company,Category,Item Name,HSN Code,Buying Price,Selling Price (DP),Unit,GST Rate,Quantity on Hand
DOMS,,DOMS GEL REFILL 100 PCS JAR,96081019,₹138.18,₹147.00,Jar,0%,"1,000"
DOMS,,DOMS GEL REFILL 100 PCS JAR,96081019,₹138.18,₹147.00,Jar,0%,"1,000"
DOMS,,DOMS GEL REFILL 100 PCS JAR,96081019,₹138.18,₹147.00,Jar,0%,"1,000"
DOMS,,DOMS GLITTER GEL REFILL SHINING GLITTER B,96081019,₹3.34,₹3.55,Pcs,18%,"1,000"
DOMS,,DOMS GLITTER GEL REFILL SHINING GLITTER G,96081019,₹3.34,₹3.55,Pcs,18%,"1,000"
DOMS,Pencil,DOMS 2B PMX GRAPHITE PENCILS 100 PCS RL2,96091000,₹227.48,₹242.00,Pcs,0%,"1,000"
DOMS,Pencil,DOMS HB PMX GRAPHITE PENCILS 100 PCS RL2,96091000,₹227.48,₹242.00,Pcs,0%,"1,000"
DOMS,Pencil,DOMS 4B PMX GRAPHITE PENCILS 100 PCS RL2,96091000,₹227.48,₹242.00,Pcs,0%,"1,000"
DOMS,Pencil,DOMS 6B PMX GRAPHITE PENCILS 100 PCS RL2,96091000,₹227.48,₹242.00,Pcs,0%,"1,000"
DOMS,Pencil,DOMS PMX GRAPHITE PENCILS SINGLE PCS RL 4,96091000,₹4.19,₹4.46,Pcs,0%,"1,000"
DOMS,Pencil,DOMS 2B PMX GRAPHITE PENCILS SINGLE PCS RL 4,96091000,₹4.19,₹4.46,Pcs,0%,"1,000"
DOMS,Pencil,DOMS HB PMX GRAPHITE PENCILS SINGLE PCS RL 4,96091000,₹4.19,₹4.46,Pcs,0%,"1,000"
DOMS,Pencil,DOMS 4B PMX GRAPHITE PENCILS SINGLE PCS RL 4,96091000,₹4.19,₹4.46,Pcs,0%,"1,000"
DOMS,Pencil,DOMS 6B PMX GRAPHITE PENCILS SINGLE PCS RL 4,96091000,₹4.19,₹4.46,Pcs,0%,"1,000"
DOMS,Pencil,DOMS ART GEAR SET,96091000,₹9.40,₹10.00,Pack,0%,"1,000"
DOMS,Pencil,DOMS ART GEAR SET PREMIUM,96091000,₹9.40,₹10.00,Pack,0%,"1,000"
DOMS,Pencil,DOMS ART GEAR SET MINI,96091000,₹9.40,₹10.00,Pack,0%,"1,000"
DOMS,Pencil,DOMS PMX GRAPHITE PENCILS 10 PCS TIN,96091000,₹15.04,₹16.00,Pcs,0%,"1,000"
DOMS,Pencil,DOMS PMX GRAPHITE PENCILS 10 PCS BOX,96091000,₹4.19,₹4.46,Box,0%,"1,000"
DOMS,Pencil,DOMS PMX ART PENCIL JAR,96091000,₹95.41,₹101.50,Pcs,0%,"1,000"
DOMS,,DOMS GROOVEX TWIN HOLE SHARPENER BOX,96091000,₹7.71,₹8.20,Box,18%,"1,000"
DOMS,,DOMS GROOVEX TWIN HOLE SHARPENER DISPLAY,96091000,₹7.71,₹8.20,Box,18%,"1,000"
DOMS,,DOMS GROOVEX SINGLE HOLE SHARPENER BOX,96091000,₹7.71,₹8.20,Box,18%,"1,000"
DOMS,,DOMS GROOVEX METAL SHARPENER 100 PCS JAR,96091000,₹3.48,₹3.70,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX METAL SHARPENER 25 PCS JAR,96091000,₹3.48,₹3.70,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PENCIL 10 PCS JAR,96091000,₹7.47,₹7.95,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PENCIL 10 PCS BOX,96091000,₹7.47,₹7.95,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PENCIL SINGLE,96091000,₹7.47,₹7.95,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PENCIL TIN 50 PCS,96091000,₹9.07,₹9.65,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PENCIL TIN 25 PCS,96091000,₹9.07,₹9.65,Pcs,18%,"1,000"
DOMS,clay,DOMS CLAY WITH TOOLS,95030090,₹7.52,₹8.00,Pack,18%,"1,000"
DOMS,clay,DOMS PLASTIC CLAY WITH TOOLS,95030090,₹7.52,₹8.00,Pack,18%,"1,000"
DOMS,clay,DOMS CRAFT KIT,95030090,₹6.77,₹7.20,Pack,18%,"1,000"
DOMS,kit,DOMS FUNSCHOOL KIT,95030090,₹8.23,₹8.75,Pack,18%,"1,000"
DOMS,kit,DOMS FUNSCHOOL KIT,95030090,₹8.23,₹8.75,Pack,18%,"1,000"
DOMS,,DOMS FELIX OIL PASTELS 50 PCS PACK,96091000,₹192.70,₹205.00,Pack,0%,"1,000"
DOMS,,DOMS FELIX OIL PASTELS 25 PCS PACK,96091000,₹98.90,₹105.21,Pack,0%,"1,000"
DOMS,,DOMS FELIX OIL PASTELS 15 PCS PACK,96091000,₹56.40,₹60.00,Pack,0%,"1,000"
DOMS,,DOMS GALLIUS OIL PASTELS 50 PCS PACK,96091000,₹192.70,₹205.00,Pack,0%,"1,000"
DOMS,,DOMS GALLIUS OIL PASTELS 25 PCS PACK,96091000,₹98.90,₹105.21,Pack,0%,"1,000"
DOMS,,DOMS GALLIUS OIL PASTELS 15 PCS PACK,96091000,₹56.40,₹60.00,Pack,0%,"1,000"
DOMS,kit,DOMS GROOVE X KIT,96081019,₹3.82,₹4.07,Pcs,18%,"1,000"
DOMS,kit,DOMS GROOVEX KIT,96081019,₹4.15,₹4.41,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX ERASER,96081019,₹10.34,₹11.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX ERASER MINI,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX ERASER 10 PCS,96081019,₹20.68,₹22.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PLASTIC SHARPENER,96081019,₹5.17,₹5.50,Pcs,18%,"1,000"
DOMS,kit,DOMS GROOVEX KIT,96081019,₹17.86,₹19.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX GEL PEN,96081019,₹11.28,₹12.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX REFILLS,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PEN HOLDER,96081019,₹14.10,₹15.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX HIGHLIGHTER,96081019,₹11.28,₹12.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX STAPLER,96081019,₹18.80,₹20.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX PUNCH,96081019,₹14.10,₹15.00,Pcs,18%,"1,000"
DOMS,,DOMS GROOVEX CUTTER,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS BRUSH PENS 12 SHADES,96081019,₹26.32,₹28.00,Pcs,18%,"1,000"
DOMS,,DOMS BRUSH PENS 24 SHADES,96081019,₹47.00,₹50.00,Pcs,18%,"1,000"
DOMS,,DOMS BRUSH PENS 36 SHADES,96081019,₹65.80,₹70.00,Pcs,18%,"1,000"
DOMS,,DOMS BRUSH PENS 12 SHADES VALUE PACK,96081019,₹26.32,₹28.00,Pcs,18%,"1,000"
DOMS,,DOMS BRUSH PENS 24 SHADES VALUE PACK,96081019,₹47.00,₹50.00,Pcs,18%,"1,000"
DOMS,,DOMS PREMIUM ACRYLIC COLOUR 12 SHADES,32131000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS PREMIUM ACRYLIC COLOUR 18 SHADES,32131000,₹32.90,₹35.00,Pcs,18%,"1,000"
DOMS,,DOMS PREMIUM ACRYLIC COLOUR 24 SHADES,32131000,₹47.00,₹50.00,Pcs,18%,"1,000"
DOMS,,DOMS MARKERS BLACK,96081019,₹7.05,₹7.50,Pcs,18%,"1,000"
DOMS,,DOMS MARKERS BLUE,96081019,₹7.05,₹7.50,Pcs,18%,"1,000"
DOMS,,DOMS MARKERS RED,96081019,₹7.05,₹7.50,Pcs,18%,"1,000"
DOMS,,DOMS MARKERS GREEN,96081019,₹7.05,₹7.50,Pcs,18%,"1,000"
DOMS,,DOMS MARKERS ASSORTED 10 PCS BOX,96081019,₹6.89,₹7.33,Box,18%,"1,000"
DOMS,,DOMS MARKERS ASSORTED 4 PCS BOX,96081019,₹6.89,₹7.33,Box,18%,"1,000"
DOMS,,DOMS FLUORESCENT HIGHLIGHTERS ORANGE,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS FLUORESCENT HIGHLIGHTERS PINK,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS FLUORESCENT HIGHLIGHTERS YELLOW,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS FLUORESCENT HIGHLIGHTERS GREEN,96081019,₹9.40,₹10.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS PLASTIC CASE,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS TIN CASE,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS ROUND,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS SQUARE,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS HEXAGONAL,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS ROUNDED,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS HEX,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS ERGO,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEO METALLIC COLOR PENCILS SQUARE BOX,96091000,₹23.50,₹25.00,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS RED,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS PINK,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS ORANGE,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS YELLOW,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS GREEN,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS BLUE,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS NEON HIGHLIGHTERS VIOLET,96081019,₹6.11,₹6.50,Pcs,18%,"1,000"
DOMS,,DOMS PAS METALLIC POSTER COLOURS 12 SHADES,32131000,₹61.10,₹65.00,Pcs,18%,"1,000"
DOMS,,DOMS MINI BALL PEN BLACK,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MINI BALL PEN BLUE,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MINI BALL PEN RED,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MINI BALL PEN BLACK SINGLE PACK,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MINI BALL PEN BLUE SINGLE PACK,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MINI BALL PEN RED SINGLE PACK,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS DUST FREE ERASER,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,kit,DOMS ART KITS,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS WATER COLOUR CAKES 12 SHADES,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MICRO GEL PEN BLACK 0.5MM,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MICRO GEL PEN BLUE 0.5MM,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MICRO GEL PEN RED 0.5MM,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MICRO GEL PEN BLACK SINGLE PACK,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
DOMS,,DOMS MICRO GEL PEN BLUE SINGLE PACK,96081019,₹2.09,₹2.22,Pcs,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Always Ball Pen Jar,96081019,₹2.91,₹3.10,JAR,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Blaze Ball Pen Card Pack,96081019,₹5.65,₹6.01,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Circuit Ball Pen,96081019,₹5.84,₹6.21,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Coral Ball Pen,96081019,₹12.24,₹13.07,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Carat Ball Pen Card,96081019,₹6.21,₹6.61,PCS,18%,"1,000"
win,kit,Totem Colorax Kit (Mrp 50/-),,₹23.55,₹25.05,KIT,18%,"1,000"
win,kit,Totem Colorax Kit (Mrp 100/-),,₹47.07,₹50.11,KIT,18%,"1,000"
win,kit,Totem Colorax Kit (Mrp 20/-),,₹9.42,₹10.02,KIT,18%,"1,000"
win,kit,Totem Colorax Kit(Mrp 30/-),,₹14.12,₹15.03,KIT,18%,"1,000"
win,kit,Totem Display Kit(New),,₹117.77,₹125.26,KIT,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Fresh Ball Pen Jar,96081019,₹3.25,₹3.46,JAR,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Flexi Ball Pen,96081019,₹7.73,₹8.22,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Gelko Gel Pen,96081019,₹3.20,₹3.41,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Gro-Iq Ball Pen,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Groovy Doll/T Ball Pen,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Hooter Ball Pen,96081019,₹2.54,₹2.70,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Kap 10 Ball Pen,96081019,₹6.50,₹6.92,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Carat Ball Pen,96081019,₹6.97,₹7.41,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Meow Wooden Ball Pen,96081019,₹2.64,₹2.81,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Misty Ball Pen,96081019,₹2.64,₹2.81,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Prism Roller Pen Card Pack,96081019,₹6.32,₹6.72,PACK,18%,"1,000"
win,Marker,Totem Permanent Marker,96082000,₹5.84,₹6.21,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Pulp Ball Pen,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Pulp Ball Pen Jar,96081019,₹3.11,₹3.31,JAR,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Quote Ball Pen,96081019,₹3.49,₹3.71,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Sketch Pen 2Xl,96081019,₹17.43,₹18.54,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Timber Ball Pen,96081019,₹3.03,₹3.23,PCS,18%,"1,000"
win,Pencil,Totem Tt 2Mm Pencil,,₹6.59,₹7.01,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Tyson Ball Pen,96081019,₹2.83,₹3.01,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Tyson Ball Pen Jar,96081019,₹3.11,₹3.31,JAR,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Vibe Ball Pen,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Vintage Ball Pen Card Pack,96081019,₹13.20,₹14.03,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Totem Vintage Ball Pen Box Pack,96081019,₹16.02,₹17.04,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Totem X-Pert Ball Pen Opg,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Aurum Ball Pen,96081019,₹13.20,₹14.03,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Bhow Ball Pen,96081019,₹3.40,₹3.61,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Cloud Ball Pen,96081019,₹2.73,₹2.90,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Connect Ball Pen,96081019,₹6.78,₹7.21,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Combo Card Pack,96081019,₹6.10,₹6.50,PACK,18%,"1,000"
win,sketch,Win Dubloo Sketch,,₹9.39,₹9.99,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Dapple Ball Pen,96081019,₹3.40,₹3.61,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Duke Ball Pen,96081019,₹3.40,₹3.61,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Eee Gel Pen,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Glitter Gel Pen,96081019,₹54.59,₹58.08,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Guide Ball Pen R Tumbler,96081019,₹7.07,₹7.52,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Guide Ball Pen,96081019,₹8.30,₹8.82,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Guide Ref 10,96081019,₹3.58,₹3.81,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Horizon Ball Pen Card Pack,96081019,₹6.32,₹6.72,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Win Hello Kitty Ball Pen Card Pack/100 Pcs Stand,96081019,₹5.85,₹6.21,STAND,18%,"1,000"
win,Ball Pen / Roller Pen,Win Jovi Ball Pen,96081019,₹12.20,₹13.02,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Mousse Gel Pen,96081019,₹3.76,₹4.00,PCS,18%,"1,000"
win,pencil,Totem Pencil Hb Jar,,₹1.33,₹1.41,JAR,18%,"1,000"
win,Ball Pen / Roller Pen,Win Pandora Roller Pen Card Pack,96081019,₹6.32,₹6.72,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Win Plush Ball Pen,96081019,₹8.48,₹9.02,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Pucchu Ball Pen,96081019,₹2.92,₹3.10,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Pucchu Ball Pen Jar,96081019,₹3.11,₹3.31,JAR,18%,"1,000"
win,Ball Pen / Roller Pen,Win Pyramis Ball Pen Card Pack,96081019,₹6.59,₹7.02,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Win Pyramis Pen Pen R.T Pack,96081019,₹6.59,₹7.02,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Win Scoot Ball Pen,96081019,₹2.83,₹3.01,PCS,18%,"1,000"
win,Marker,Win Stroke Marker Pen,96082000,₹6.13,₹6.52,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Summer Ball Pen,96081019,₹7.07,₹7.52,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Sylvia Ball Pen,96081019,₹3.39,₹3.61,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Te Amo Ball Pen Pack,96081019,₹4.71,₹5.01,PACK,18%,"1,000"
win,Ball Pen / Roller Pen,Win Te Amo Ball Pen,96081019,₹3.68,₹3.91,PCS,18%,"1,000"
win,Marker,Win Te Amo Wb Marker,96082000,₹9.89,₹10.53,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Ternate Ball Pen(Grip 5,96081019,₹3.30,₹3.51,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Terrazzo Ball Pen Disp,96081019,₹3.04,₹3.23,DISPLAY UNIT,18%,"1,000"
win,pencil,Win Turns 2Mm Mechanical Pencil,,₹6.59,₹7.01,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Top Up Refill 10,96081019,₹1.51,₹1.61,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win Triam Tr Df Pen,96081019,₹12.02,₹12.78,PCS,18%,"1,000"
win,Ball Pen / Roller Pen,Win X5 Ball Pen,96081019,₹3.40,₹3.61,PCS,18%,"1,000"
win,Tempera Colour,Win Tempera Colours (6 Shades),32131000,₹5.95,₹6.33,PACK,18%,"1,000"
win,Tempera Colour,Win Tempera Colours (12 Shades),32131000,₹11.20,₹11.92,PACK,18%,"1,000"
DOMS,Stationery,DOMS ART APPS NXT,96082000,₹279.65,₹297.50,1,18%,100
DOMS,Stationery,DOMS ART CARNIVAL KIT,96082000,₹704.30,₹749.25,1,18%,100
DOMS,Stationery,DOMS ART GEAR KIT,96082000,₹563.30,₹599.25,1,18%,100
DOMS,Stationery,DOMS ART ON WHEELS KIT,32131000,₹70.50,₹75.00,1,18%,100
DOMS,Stationery,DOMS ART STROKES,96091000,₹95.41,₹101.50,1,0%,100
DOMS,Stationery,DOMS ART VAULT KIT,32131000,₹528.75,₹562.50,1,18%,100
DOMS,Stationery,DOMS ART ZANIA KIT,96082000,₹246.75,₹262.50,1,18%,100
DOMS,Stationery,DOMS BATMAN CAR TIN BOX,73102110,₹108.57,₹115.50,1,18%,100
DOMS,Pencil,DOMS BATMAN PENCIL 10 PCS PACK,96091000,₹6.58,₹7.00,1,0%,100
DOMS,Stationery,DOMS BATMAN STATIONERY KIT,90172020,₹105.75,₹112.50,1,18%,100
DOMS,Stationery,DOMS BATMAN TIN BOX,73102110,₹78.96,₹84.00,1,18%,100
DOMS,Pencil,DOMS BAYMECH MECHANICAL PENCIL 0.7 MM,96084000,₹6.58,₹7.00,1,0%,100
DOMS,Pencil,DOMS BI COLOUR PENCIL 12 X 2 - 24 SHADES,96091000,₹77.64,₹82.60,1,0%,100
DOMS,Pencil,DOMS BI COLOUR PENCIL 6 X 2 - 12 SHADES,96091000,₹38.82,₹41.30,1,0%,100
DOMS,Stationery,DOMS BI-COLOUR WAX 12 x 2 SHADES,96091000,₹72.38,₹77.00,1,0%,100
DOMS,Pen,DOMS BRUSH PEN 13 + 1(14) SHADES,96082000,₹131.60,₹140.00,1,18%,100
DOMS,Pen,DOMS BRUSH PEN 26 SHADES,96082000,₹263.20,₹280.00,1,18%,100
DOMS,Pen,DOMS BRUSH PEN WITH DISPLAY STAND,96082000,"₹3,948.00","₹4,200.00",1,18%,100
DOMS,Pen,DOMS CD-DVD/OHP MARKER PEN BLACK,96082000,₹6.58,₹7.00,1,18%,100
DOMS,Pen,DOMS CD-DVD/OHP MARKER PEN BLUE,96082000,₹6.58,₹7.00,1,18%,100
DOMS,Pen,DOMS CD-DVD/OHP MARKER PEN GREEN,96082000,₹6.58,₹7.00,1,18%,100
DOMS,Pen,DOMS CD-DVD/OHP MARKER PEN RED,96082000,₹6.58,₹7.00,1,18%,100
DOMS,Stationery,DOMS CHALK HOLDERS,96089910,₹13.16,₹14.00,1,18%,100
DOMS,Stationery,DOMS CHAMPIONS KIT,96082000,₹69.80,₹74.25,1,18%,100
DOMS,Stationery,DOMS COLOURED CHALK,96099030,₹1.65,₹1.75,1,0%,100
DOMS,Eraser,DOMS COLOURED ERASER - 100 PCS JAR,40169200,₹0.66,₹0.70,1,0%,100
DOMS,Eraser,DOMS COLOURED ERASER 20 PCS,40169200,₹0.66,₹0.70,1,0%,100
DOMS,Stationery,DOMS COLOURMATE SY HAIR BRUSHES FLAT,96033010,₹32.90,₹35.00,1,18%,100
DOMS,Stationery,DOMS COLOURMATE SY HAIR BRUSHES FLAT & ROUND,96033010,₹32.90,₹35.00,1,18%,100
DOMS,Stationery,DOMS COLOURMATE SY HAIR BRUSHES ROUND,96033010,₹32.90,₹35.00,1,18%,100
DOMS,Stationery,DOMS COLOURMATE SY HAIR BRUSHES SET OF 7,96033010,₹59.22,₹63.00,1,18%,100
DOMS,Eraser,DOMS CUBO DUST FREE ERASER,40169200,₹3.29,₹3.50,1,0%,100
DOMS,Stationery,DOMS DOMMYMATE PLASTIC CRAYON 12 SHADES,96091000,₹65.80,₹70.00,1,0%,100
DOMS,Stationery,DOMS DRAWING BOARD,48239090,₹115.15,₹122.50,1,18%,100
DOMS,Pencil,DOMS DRAWING PENCIL 10B,96091000,₹5.92,₹6.30,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 2B,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 2H,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 3B,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 3H,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 4B,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 4H,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 5B,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 5H,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 6B,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 6H,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL 8B,96091000,₹5.92,₹6.30,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL B,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL H,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL HB,96091000,₹3.75,₹3.99,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL SET OF 6 MRP.48,96091000,₹5.26,₹5.60,1,0%,100
DOMS,Pencil,DOMS DRAWING PENCIL SET OF 6 MRP.50,96091000,₹5.48,₹5.83,1,0%,100
DOMS,Sharpener,DOMS DUST COLLECTOR SHARPENER,82141010,₹6.58,₹7.00,1,0%,100
DOMS,Eraser,DOMS DUST FREE ERASER 20 PCS,40169200,₹1.97,₹2.10,1,0%,100
DOMS,Stationery,DOMS DUSTLESS CHALK,96099030,₹1.32,₹1.40,1,0%,100
DOMS,Pencil,DOMS E MECH MECHANICAL PENCIL 0.5 MM,96084000,₹6.58,₹7.00,1,0%,100
DOMS,Eraser,DOMS E RACER ERASER,40169200,₹6.58,₹7.00,1,0%,100
DOMS,Eraser,DOMS E-RACER 2 IN 1 ERASER + SHARPENER,82141010,₹9.87,₹10.50,1,0%,100
DOMS,Stationery,DOMS EMECH MATH.INST.BOX,90172020,₹196.74,₹209.30,1,18%,100
DOMS,Stationery,DOMS ENGINEO MATH INST BOX,90172020,₹131.60,₹140.00,1,18%,100
DOMS,Eraser,DOMS ERASER 20 PCS,40169200,₹0.66,₹0.70,1,0%,100
DOMS,Eraser,DOMS ERASMA ERASER 40 PCS JAR,40169200,₹3.29,₹3.50,1,0%,100
DOMS,Sharpener,DOMS ERASNER +,82141010,₹9.87,₹10.50,1,0%,100
DOMS,Sharpener,DOMS ERASNER NEW,82141010,₹9.87,₹10.50,1,0%,100
DOMS,Pencil,DOMS EURO CLICK MECHANICAL PENCIL 0.7 MM,96084000,₹6.58,₹7.00,1,0%,100
